sent?,avoid?,user_id,date,count,username,country,influence1,influence2,influence3,none_DS dev,alt_name,chronology,count,date,x,y,country2,mentions mentioned,count
x,,139493,2009-10-28 17:22:07,1,ouranhshc,US,,,,,,311,1,2009,,,,,
x,,150488,,0,Shulin,GB,,,,,,312,0,2009,,,,,
x,dead,98460,,0,Kytoxid,CA,,,,,,313,0,2009,,,,,
x,dead,45360,,0,JamesLeao,CN,,,,,,314,0,2009,,,,,
x,dead,78227,,0,Ex Boy,CN,,,,,,315,0,2009,,,,,
x,,74017,,0,GbL,BR,,,,,,316,0,2009,,,,,
x,,107485,2009-11-05 16:20:10,0,pieguyn,US,NatsumeRin,,,,,316.5,0,2009,,,,,
x,dead,54716,,0,nazenaze,PL,,,,,,317,0,2009,,,,,
x,dead,43468,2009-11-11 3:46:35,0,bmin11,KR,yeahyeahyeahhh,MoonFragrance,happy30,,,318,0,2009,,,,,
x,,128370,2009-11-12 20:57:43,0,deadbeat,NZ,,,,none,,319,0,2009,,,,,
x,,88904,2009-11-13 3:11:53,2,jericho2442,GB,,,,,,320,2,2009,,,,,
x,,57976,,0,Eirene,FR,,,,,,321,0,2009,,,,,
x,dead,117865,,0,Vanmonky,ID,,,,,,322,0,2009,,,,,
x,dead,34281,,0,naruti,NL,,,,,,323,0,2009,,,,,
x,dead,74505,,0,Ichigo-Sora,CA,,,,,,324,0,2009,,,,,
x,dead,93319,,0,sohuhard,CN,,,,,,325,0,2009,,,,,
x,dead,126198,2009-11-27 23:39:38,0,statementreply,NL,Alace,kioukiou,DeadAlready,,,326,0,2009,,,,,
x,dead,63401,,0,haisha_,AU,,,,,,327,0,2009,,,,,
x,dead,95637,,0,NachoPiggy,PH,,,,,,328,0,2009,,,,,
x,,45259,2009-12-04 11:45:25,0,Nerv_Mario,CL,James,DJPop,,,,329,0,2009,,,,,
x,dead,52934,2009-12-05 8:11:13,0,Stickly Man,US,Cyril Scarlet,Andrea,kingcobra52,,,330,0,2009,,,,,
x,dead,157400,,0,Tanmak,KR,,,,,,331,0,2009,,,,,
x,dead,6136,2009-12-08 15:21:49,0,varq,US,James,Al-Azif,Alace,,,332,0,2009,,,,,
x,dead,24334,,0,Jerrysr,TW,,,,,,333,0,2009,,,,,
x,,87065,2009-12-09 4:36:55,19,Nakagawa-Kanon,KR,minyeob,tsuka,happy30,,dksslqj,333.5,19,2009,8712,1431,76,,114
x,,119134,2009-12-19 6:02:45,1,Leorda,ID,Cyril Scarlet,MoonFragrance,NatsumeRin,,,334,1,2009,8192,471,,,
x,,106767,2009-12-19 20:13:42,25,tsuka,CN,DaRRi,James,DJPop,,tsukamaete,334.5,25,2009,8192,1571,,,
x,dead,58197,2009-12-26 12:01:28,0,Lilac,AU,Larto,ztrot,Lesjuh,,,335,0,2009,,,,,
x,dead,85468,2009-12-28 10:35:31,0,Encrypto,DE,,,,none,,336,0,2009,,,,,
x,dead,140188,2009-12-28 14:58:39,3,saymun,AU,,,,,,337,3,2009,8192,731,,,
x,dead,157879,2009-12-28 17:27:51,7,RandomJibberish,GB,mm201,m980,Larto,,,338,7,2009,8192,991,,,
x,hard,58710,,0,H1ko,UY,,,,,,339,0,2010,,,,,
x,dead,100497,,0,beat4you,HK,,,,,,340,0,2010,,,,,
x,,79616,2010-01-02 12:51:41,0,Leeg,ES,Louis Cyphre,Lesjuh,Dangaard,,,341,0,2010,,,,,
x,,91501,,0,aesopl19193,HK,,,,,,342,0,2010,,,,,
x,,25615,,0,Jarby,AU,,,,,,343,0,2010,,,,,
x,dead,104401,2010-01-09 5:34:19,14,AngelHoney,CN,Alace,ignorethis,Lesjuh,,,344,14,2010,8452,1431,,,
x,,115291,,0,Vicho,CL,,,,,,345,0,2010,,,,,
x,,28052,2010-01-13 22:05:15,0,Kuroneko-sHerald,IT,Armin,blissfulyoshi,Card N'FoRcE,,,346,0,2010,,,,,
x,dead,63671,2010-01-20 4:47:36,0,Lokamp,IT,,,,iNiS,,347,0,2010,,,,,
x,dead,109282,,0,Thunderstorm,RU,,,,,,348,0,2010,,,,,
x,dead,179133,,0,Aakiha,CN,,,,,,349,0,2010,,,,,
x,,128799,,0,Tonoko,CN,,,,,,350,0,2010,,,,,
x,dead,103666,2010-01-24 11:24:19,1,simplistiC,CA,,,,,,351,1,2010,,,,,
x,dead,73480,,0,Hanyuu,AT,,,,,,352,0,2010,,,,,
x,,11771,2010-01-28 2:46:57,4,Sonnyc,KR,minyeob,Sure,MoonFragrance,,,353,4,2010,8452,851,,,
x,dead,123790,,0,DiamondCrash,GB,,,,,,354,0,2010,,,,,
x,dead,94534,,0,VitaminB6,US,,,,,,355,0,2010,,,,,
x,,57448,2010-01-31 4:54:49,2,Lanttu,FI,Cyril Scarlet,Natteke,,,,356,2,2010,,,,,
x,dead,150296,,0,[Ghost],CN,,,,,,357,0,2010,,,,,
x,dead,145343,,0,ccbp,AU,,,,,,358,0,2010,,,,,
x,dead,42579,,0,Malar,PL,,,,,,359,0,2010,,,,,
x,dead,126859,,0,Dusty,US,,,,,,360,0,2010,,,,,
x,dead,172707,,0,Kecco,IT,,,,,,361,0,2010,,,,,
x,,67953,,0,Ain053,ID,,,,,,362,0,2010,,,,,
x,dead,72290,,0,frost-b-spec,JP,,,,,,363,0,2010,,,,,
x,,226171,2010-02-18 3:43:28,0,soulfear,CN,tsuka,,,,,364,0,2010,,,,,
x,,133783,2010-02-20 3:49:53,1,MeLLoN,JP,,,,,,365,1,2010,,,,,
x,,185422,2010-02-21 0:20:15,1,Sallad4ever,ID,Krisom,SapphireGhost,Dangaard,,,366,1,2010,,,,,
x,,103929,2010-02-21 5:06:27,0,yongtw123,TW,Alace,ignorethis,DeadAlready,,,367,0,2010,,,,,
x,,151679,2010-02-22 4:21:46,57,NatsumeRin,CN,100pa-,Shinxyn,Colin Hou,,,368,57,2010,8712,1851,148,231,440
x,,256907,,0,iDwarf,RU,,,,,,369,0,2010,,,,,
x,dead,113027,2010-03-05 19:43:36,1,TKiller,RU,,,,,,370,1,2010,8972,471,,,
x,dead,158848,,0,LaunchedthousandShip,US,,,,,,371,0,2010,,,,,
x,dead,50666,,0,Sun and Lunar,ID,,,,,,372,0,2010,,,,,
x,dead,99782,,0,Chacha17,PH,,,,,,373,0,2010,,,,,
x,dead,195335,,0,dlguiga,BR,,,,,,374,0,2010,,,,,
x,dead,177116,,0,SamiPale,CN,,,,,,375,0,2010,,,,,
x,,84964,,0,termerys,TH,,,,,,376,0,2010,,,,,
x,,150768,2010-03-14 4:27:25,18,LKs,CN,tsuka,Natteke,100pa-,,,377,18,2010,8972,1511,,,
x,dead,135567,2010-03-14 8:50:58,0,lzy,CN,James,,,,,378,0,2010,,,,,
x,dead,46605,,0,Astom,CL,Andrea,Mafiamaster,Thite,,,379,0,2010,,,,,
x,,69114,2010-03-18 4:02:50,0,YGOkid8,AU,Lesjuh,GladiOol,Aenna,,,380,0,2010,,,,,
x,dead,280362,,0,AtemiskKun,US,,,,,,381,0,2010,,,,,
x,dead,99284,,0,Kotomi-chan,CL,,,,,,382,0,2010,,,,,
x,,31610,,0,climbb65588,HK,,,,,,383,0,2010,,,,,
x,,74937,2010-03-28 2:58:37,10,kiddly,CN,tsuka,RLC,happy30,,,384,10,2010,8972,1271,,,
x,,133618,,0,jockeytiyan,PH,,,,,,385,0,2010,,,,,
x,,196614,2010-03-30 19:49:52,6,Colin Hou,CN,NatsumeRin,Mafiamaster,Breeze,,,386,6,2010,9232,991,,,
x,dead,50163,,0,yaya,FR,,,,,,387,0,2010,,,,,
x,dead,107857,,0,gfbrd,US,,,,,,388,0,2010,,,,,
x,dead,155648,,0,Arusha Shuna,ID,,,,,,389,0,2010,,,,,
x,dead,122623,,0,Fuuko,BR,,,,,,390,0,2010,,,,,
x,,7401,2010-04-09 23:46:43,1,wmfchris,HK,James,DaRRi,Saturio,,,391,1,2010,9232,471,,,
x,dead,179520,,0,Clare,CN,,,,,,392,0,2010,,,,,
x,,160158,,0,_llkey_18,ES,,,,,,393,0,2010,,,,,
x,dead,207340,2010-04-25 0:16:39,5,Pokie,HK,happy30,La Cataline,No_Gu,,,394,5,2010,9232,911,,,
x,dead,223168,2010-04-28 13:12:02,1,wanhyrzh,CN,,,,,,395,1,2010,,,,,
x,,186243,2010-04-29 7:50:19,7,Louis Cyphre,RU,,,,,,396,7,2010,9232,1071,,,
x,dead,290738,,0,Frill,JP,,,,,,397,0,2010,,,,,
x,dead,15370,,0,Cheery,CA,,,,,,398,0,2010,,,,,
x,dead,92300,,0,Asutarotto,RU,,,,,,399,0,2010,,,,,
x,,147515,2010-05-02 15:32:14,1,Rucker,TW,DJPop,Asphyxia,,,,400,1,2010,,,,,
x,dead,79249,,0,lcclarke,CN,,,,,,401,0,2010,,,,,
x,,253969,,0,sico91212,CN,,,,,,402,0,2010,,,,,
x,dead,214933,,0,owl13,HK,,,,,,403,0,2010,,,,,
x,dead,132438,,0,skranger,CN,,,,,,404,0,2010,,,,,
x,dead,57603,2010-05-20 10:04:09,1,Vikon,HK,,,,,,405,1,2010,,,,,
x,dead,88346,,0,skyflying,CN,,,,,,406,0,2010,,,,,
x,,131918,2010-05-24 21:10:46,0,Luvdic,VE,ignorethis,Larto,GladiOol,,,407,0,2010,,,,,
x,,103282,,0,Shinde,US,,,,,,408,0,2010,,,,,
x,dead,99269,2010-05-27 2:54:05,17,Krisom,CL,Larto,Yes_old,narakucrimson,,,409,17,2010,9492,1511,29,,29
x,dead,443998,,0,tq04t46,CN,,,,,,410,0,2010,,,,,
x,dead,141824,,0,Death the Kid,TW,,,,,,411,0,2010,,,,,
x,,244216,2010-05-31 3:35:19,4,Garven,US,Natteke,RandomJibberish,mm201,,,412,4,2010,9492,851,,,
x,dead,117022,,0,youngdow,KR,,,,,,413,0,2010,,,,,
x,dead,262824,,0,_lolipop,CN,,,,,,414,0,2010,,,,,
x,dead,61466,,0,sebastiangl,EC,,,,,,415,0,2010,,,,,
x,dead,194807,2010-06-08 5:15:44,1,lepidopodus,KR,,,,,,416,1,2010,9752,471,,,
x,,208440,2010-06-09 12:51:07,6,IceBeam,RU,James,Larto,Glass,,,417,6,2010,9752,911,,,
x,dead,1924318,,0,Lena,KR,,,,,,418,0,2010,,,,,
x,dead,133302,,0,uranuss8600,CN,,,,,,419,0,2010,,,,,
x,,50265,2010-06-10 22:33:42,0,hvick225,TW,Laurier,Nathan,Rizia,,,420,0,2010,,,,,
x,,237733,2010-06-11 6:25:00,3,Gonzvlo,PE,,,,,,421,3,2010,9752,611,,,
x,dead,47458,,0,digiaria,CN,,,,,,422,0,2010,,,,,
x,dead,297086,,0,Sunny Holic,KR,,,,,,423,0,2010,,,,,
x,,122231,,0,kodomonoyume,CN,,,,,,424,0,2010,,,,,
x,dead,190292,,0,DJ Remilia,US,,,,,,425,0,2010,,,,,
x,,352804,2010-06-24 21:50:25,1,Licnect,TW,,,,,,426,1,2010,,,,,
x,dead,112265,,0,klubek,PL,,,,,,427,0,2010,,,,,
x,,178775,2010-06-25 21:31:34,0,roflninja,CA,Hitoshirenu Shourai,James,Al-Azif,,,428,0,2010,,,,,
x,,102976,2010-06-26 1:18:24,4,eveless,CN,Shinxyn,tieff,100pa-,,,429,4,2010,9752,851,,,
x,dead,359004,2010-06-27 3:49:09,1,Neethime,CN,,,,,,430,1,2010,,,,,
x,dead,204190,2010-06-27 6:00:53,1,regenz,TH,,,,,,431,1,2010,,,,,
x,,219282,,0,qinche,CA,,,,,,432,0,2010,,,,,
x,dead,123636,2010-07-07 4:45:30,1,banvi,JP,,,,,,433,1,2010,,,,,
x,dead,18404,2010-07-10 0:09:22,1,Saturio,HK,,,,,,434,1,2010,10032,431,,,
x,,197682,,0,Haneii,CA,,,,,,435,0,2010,,,,,
x,dead,252936,,0,xinhe,MO,,,,,,436,0,2010,,,,,
x,dead,232601,2010-07-12 22:43:25,0,Fight69,FR,Cyril Scarlet,Neethime,Pokie,,,437,0,2010,,,,,
x,dead,250808,,0,brikel,KR,,,,,,438,0,2010,,,,,
x,,187858,2010-07-15 7:51:13,0,EvianBubble,CA,,,,none,,439,0,2010,,,,,
x,dead,276786,,0,vivicat,CN,,,,,,440,0,2010,,,,,
x,dead,132966,,0,xBubu,TW,,,,,,441,0,2010,,,,,
x,,28458,2010-07-20 23:50:51,0,Blatzk,DE,Nharox,DJPop,James,,,442,0,2010,,,,,
x,,200304,,0,Neo Adonis,MX,,,,,,443,0,2010,,,,,
x,dead,115674,,0,a2823282,TW,,,,,,444,0,2010,,,,,
x,,153323,2010-07-29 3:56:28,18,Muya,JP,DJPop,ignorethis,LKs,,,445,18,2010,10032,1511,,,
x,,163639,,0,manten,JP,,,,,,446,0,2010,,,,,
x,dead,246186,,0,Bikko,KR,,,,,,447,0,2010,,,,,
x,dead,183201,,0,Sumeragi Amane,CN,,,,,,448,0,2010,,,,,
x,,119933,2010-08-07 0:49:10,0,Kert,RU,happy30,DJPop,Lesjuh,,,449,0,2010,,,,,
x,dead,185561,,0,Phyrearms,US,,,,,,450,0,2010,,,,,
x,,93813,,0,Hamuko,BR,,,,,,451,0,2010,,,,,
x,dead,37529,,0,hawkzor,ZA,,,,,,452,0,2010,,,,,
x,,252527,2010-08-11 2:45:01,2,kazumikos,VN,galvenize,happy30,tieff,,,453,2,2010,10292,611,6,,6
x,dead,125326,2010-08-11 2:53:45,0,BexXz,NL,Breeze,,,,,454,0,2010,,,,,
x,,43108,2010-08-11 6:57:42,0,Sushi,FR,DaRRi,James,DJPop,,,455,0,2010,,,,,
x,dead,41481,,0,Mashley,GB,,,,,,456,0,2010,,,,,
x,dead,35536,,0,Mety,TW,,,,,,457,0,2010,,,,,
x,dead,94203,,0,Nakata Yuji,US,,,,,,458,0,2010,,,,,
x,,301279,2010-08-19 3:09:48,42,La Cataline,RU,Alace,tieff,Natteke,,,459,42,2010,10292,1791,76,191,157
x,,334198,2010-08-19 3:25:21,0,HoLoDrEaM,US,kioukiou,Andrea,happy30,,,460,0,2010,,,,,
x,,93392,2010-08-19 17:17:51,1,y u c a,JP,James,,,,,461,1,2010,10292,471,,,
x,dead,164024,,0,quintessence,JP,,,,,,462,0,2010,,,,,
x,,119404,2010-08-20 15:41:40,6,gowww,JP,Shiirn,ignorethis,Shinxyn,,,463,6,2010,10292,991,,,
x,dead,423007,,0,[Aramary],JP,,,,,,464,0,2010,,,,,
x,dead,256869,,0,- S,AU,,,,,,465,0,2010,,,,,
x,dead,162159,,0,NotShinta,GB,,,,,,466,0,2010,,,,,
x,dead,270333,,0,zyqzyq,CN,,,,,,467,0,2010,,,,,
x,,107426,2010-08-24 19:56:04,4,KanbeKotori,CN,happy30,Lesjuh,Doomsday,,,468,4,2010,10292,851,,,
x,dead,215835,,0,Clemaister,FR,,,,,,469,0,2010,,,,,
x,dead,159023,,0,Mok,IT,,,,,,470,0,2010,,,,,
x,dead,261529,,0,Selee,US,,,,,,471,0,2010,,,,,
x,,157177,2010-08-30 3:01:06,23,Natteke,GB,tieff,happy30,Skystar,,Natteke desu,472,23,2010,5852,1591,23,,42
x,,291211,2010-09-05 7:44:37,0,h3k1ru,RU,cRyo[iceeicee],Hinacle,,,,473,0,2010,,,,,
x,dead,2881294,,0,Ignacio,CL,,,,,,474,0,2010,,,,,
x,dead,216195,,0,nante,PL,,,,,,475,0,2010,,,,,
x,dead,207979,,0,Ashikabi,CA,,,,,,476,0,2010,,,,,
x,dead,200498,,0,Saten ruiko,SE,,,,,,477,0,2010,,,,,
x,dead,179449,,0,Powerdrone,CA,,,,,,478,0,2010,,,,,
x,,65152,2010-09-16 21:37:46,0,Faust,SG,Muya,tsuka,NatsumeRin,,,479,0,2010,,,,,
x,dead,317802,,0,[Shalon],KR,,,,,,480,0,2010,,,,,
x,dead,262482,2010-10-02 5:23:42,0,kiririn_,CN,eveless,NatsumeRin,tsuka,,,481,0,2010,,,,,
x,,55096,,0,lovhin456,PE,,,,,,482,0,2010,,,,,
x,,2296,,0,gyt,RU,,,,,,483,0,2010,,,,,
x,dead,329616,,0,Magicphoenix,DE,,,,,,484,0,2010,,,,,
x,,18983,2010-10-17 6:12:43,1,Doomsday,GB,Gabi,Larto,v2b,,,486,1,2010,10812,471,,,
x,dead,580243,,0,tsunamayo,CN,,,,,,487,0,2010,,,,,
x,,227717,2010-10-20 23:59:30,7,rustbell,CN,Lesjuh,tsuka,happy30,,spro,488,7,2010,10812,1071,,,
x,,275686,2010-10-23 0:02:07,0,The 08 team_Bourdon,MY,Natsu,Natteke,meiikyuu,,,489,0,2010,,,,,
x,,395591,,0,Kochiya Sanae,CN,,,,,,490,0,2010,,,,,
x,dead,204736,,0,PSPDS Eddie,JP,,,,,,491,0,2010,,,,,
x,dead,121337,,0,Roddie,US,,,,,,492,0,2010,,,,,
x,std,155707,,0,aabc271,HK,Hinacle,alacat,Misure,,,493,0,2010,,,,,
x,dead,45961,,0,thekillerhjkhjk,AU,DJPop,Card N'FoRcE,Lesjuh,,,494,0,2010,,,,,
x,dead,110904,,0,Mr Gaddy,PL,,,,,,495,0,2010,,,,,
x,dead,179314,,0,-Xero-,DE,,,,,,496,0,2010,,,,,
x,,199540,2010-11-03 19:47:10,3,Holoaz,JP,Shinxyn,Lesjuh,,,,497,3,2010,11072,731,,,
x,,310747,2010-11-04 3:05:48,1,KanaRin,HK,,,,,,498,1,2010,11072,471,,,
x,dead,496632,,0,Kalypso_old,US,,,,,,499,0,2010,,,,,
x,,126664,,0,indyinyou,TH,,,,,,500,0,2010,,,,,
x,,134572,2010-11-10 22:04:33,4,Kite,DE,happy30,val0108,Shinxyn,,,501,4,2010,11072,851,,,
x,dead,120265,,0,Blazevoir,US,,,,,,502,0,2010,,,,,
x,dead,85000,2010-11-15 5:54:10,9,Charles445,US,Larto,Natteke,Muya,,,503,9,2010,11072,1211,,,
x,,230432,2010-11-16 11:06:45,0,Darcsol,US,Lesjuh,AngelHoney,kioukiou,,,504,0,2010,,,,,
x,dead,158989,,0,ayey,ID,,,,,,505,0,2010,,,,,
x,dead,104751,,0,Kiddo-Kun,CA,,,,,,506,0,2010,,,,,
x,,381444,2010-11-22 7:58:39,19,galvenize,FR,Mafiamaster,tieff,Starrodkirby86,,,507,19,2010,11072,1511,35,,64
x,,78552,2010-11-25 0:46:15,8,Aenna,JP,,,,,,508,8,2010,11072,1131,,,
x,,369956,2010-11-28 6:23:21,0,AndreasHD,NO,happy30,Shinyxn,,,,509,0,2010,,,,,
x,dead,127014,,0,Shinkuu,CN,,,,,,510,0,2010,,,,,
x,dead,313072,2010-12-04 21:26:18,3,JauiPlaY,CN,Tkiller,Disoy,Pokie,,,511,3,2010,11332,751,,,
x,dead,493192,,0,Aria,SG,,,,,,512,0,2010,,,,,
x,,39658,,0,Mianki,FI,,,,,,513,0,2010,,,,,
x,dead,347691,,0,Zelos,US,,,,,,514,0,2010,,,,,
x,,275300,2010-12-09 9:58:07,0,wring,JP,Shinxyn,miccoliasms,rustbell,,,515,0,2010,,,,,
x,,94364,,0,Rusty,JP,,,,,,516,0,2010,,,,,
x,dead,367741,,0,FireballFlame,DE,,,,,,517,0,2010,,,,,
x,,394326,2010-12-14 3:33:30,2,kanpakyin,HK,Cyril Scarlet,NatsumeRin,kioukiou,,,518,2,2010,11332,611,,,
x,dead,226221,,0,Wuiss,RU,,,,,,519,0,2010,,,,,
x,,287468,2010-12-17 1:55:25,3,narakucrimson,UY,Krisom,RandomJibberish,Larto,,,520,3,2010,11332,711,7,,7
x,,285756,2010-12-17 2:30:58,0,eldnl,CL,NatsumeRin,val0108,Krisom,,,521,0,2010,,,,,
x,dead,234799,2010-12-17 11:14:10,0,Mystica,CN,LKs,NatsumeRin,Pokie,,,522,0,2010,,,,,
x,,29089,2010-12-24 14:27:40,0,Sutsuka,FI,GladiOol,Cyril Scarlet,Lanttu,,,523,0,2010,,,,,
x,,67211,2010-12-25 4:17:41,0,Weez,CA,DJPop,Mafiamaster,Dangaard,,,524,0,2010,,,,,
x,dead,342856,,0,lkp,HK,,,,,,525,0,2010,,,,,
x,dead,491754,2010-12-28 15:48:42,2,Sandpig,CN,,,,,,526,2,2010,11332,571,,,
x,dead,160442,,0,Hitomi May,BY,tieff,happy30,La Cataline,,,527,0,2010,,,,,
x,dead,118360,2010-12-29 0:15:18,0,Adarin,AU,Shinxyn,Nexy,kioukiou,,,528,0,2010,,,,,
x,,231631,2010-12-29 6:17:38,4,100pa-,JP,,,,,,529,4,2010,11332,851,,,
x,dead,501851,,0,theMikeAG,US,,,,,,530,0,2010,,,,,
x,dead,334369,,0,morphina,RU,,,,,,531,0,2011,,,,,
x,,154400,2011-01-07 8:45:48,4,dkun,US,ztrot,GladiOol,Nexy,,,532,4,2011,11592,851,,,
x,,276444,,0,Anto,IT,,,,,,533,0,2011,,,,,
x,,100037,,0,Kitsunemimi,CA,,,,,,534,0,2011,,,,,
x,,26507,2011-01-14 21:09:04,2,Kotone,HK,,,,,karenying,535,2,2011,11592,611,,,
x,dead,210135,,0,Sekuyi,DE,,,,,,536,0,2011,,,,,
x,,372256,,0,ArzatoRx,CN,,,,,,537,0,2011,,,,,
x,,228532,2011-01-18 15:40:32,5,Glass,CA,happy30,La Cataline,IceBeam,,,538,5,2011,11592,931,,,
x,dead,150978,2011-01-19 14:41:05,0,AdRon Zh3Ro,BR,simplistiC,Duoprism,Ultimate,,,539,0,2011,,,,,
x,dead,198779,,0,scarlethana,CN,,,,,,540,0,2011,,,,,
x,,23459,,0,daniel32333,TW,,,,,,541,0,2011,,,,,
x,,126927,,0,Dragvon,BR,,,,,,542,0,2011,,,,,
x,dead,396542,,0,Sharp,JP,,,,,,543,0,2011,,,,,
x,dead,187250,,0,HakuNoKaemi,IT,,,,,,544,0,2011,,,,,
x,,243917,2011-01-24 17:24:12,37,val0108,JP,Muya,Zapy,Starrodkirby86,,,545,37,2011,11592,1791,127,,241
x,,360176,2011-01-26 2:14:44,1,Aleks719,RU,,,,none,,546,1,2011,11592,471,,,
x,,190088,2011-01-28 23:47:53,0,Giorgos,RU,kingcobra52,Mystearica,Louis Cyphre,,,547,0,2011,,,,,
x,,209664,2011-01-29 8:20:57,0,fabriciorby,BR,Krisom,RandomJibberish,galvenize,,,548,0,2011,,,,,
x,,161091,2011-01-29 12:30:47,1,Backstep,TH,,,,,,549,1,2011,,,,,
x,,466126,2011-01-30 4:54:31,0,Gcode,US,DJPop,Starrodkirby86,Mafiamaster,,,550,0,2011,,,,,
x,,197876,,0,Cute Bunny,NO,,,,,,551,0,2011,,,,,
x,,431791,2011-02-01 21:27:24,2,Suzully,JP,Shinxyn,MoonFragrance,Aenna,,,552,2,2011,,,,,
x,,232898,2011-02-03 2:57:17,0,ziin,US,DJPop,Starrodkirby86,Shiirn,,,553,0,2011,,,,,
x,dead,446548,,0,Zorlok_,RU,,,,,,554,0,2011,,,,,
x,,393318,2011-02-04 1:47:17,0,wowshakhov,RU,tieff,Natteke,Reiji-RJ,,,555,0,2011,,,,,
x,,114017,,0,KRZY,KR,,,,,,556,0,2011,,,,,
x,,343490,2011-02-17 5:19:26,0,Samah,AU,Andrea,Natteke,La Cataline,,,557,0,2011,,,,,
x,dead,298267,,0,y u z u k i,JP,,,,,,558,0,2011,,,,,
x,,71917,,0,swish,JP,,,,,,559,0,2011,,,,,
x,dead,460431,2011-02-18 21:25:30,0,Lightgazer,AT,LuigiHann,James2250,wanhyrzh,,,560,0,2011,,,,,
x,,197974,2011-02-18 22:05:38,4,spboxer3,TW,Alace,Sumisola,LKs,,,561,4,2011,11852,851,,,
x,,305389,2011-02-20 20:11:18,7,Reiji-RJ,RU,IceBeam,La Cataline,,,,562,7,2011,11852,1071,,,
x,dead,503033,,0,Tenshi-nyan,DE,,,,,,563,0,2011,,,,,
x,dead,370548,,0,gkana,SE,,,,,,564,0,2011,,,,,
x,,298471,2011-02-22 3:17:11,3,bakabaka,TW,,,,,,565,3,2011,,,,,
x,,266596,2011-02-24 3:37:17,10,-kevincela-,IT,DJPop,kiddly,Skystar,,kevincela,566,10,2011,11852,1271,,,
x,,276993,2011-02-25 0:31:41,1,Disoy,TW,,,,,,567,1,2011,11852,471,,,
x,dead,265700,,0,m i z u k i,JP,,,,,,568,0,2011,,,,,
x,,227881,,0,poisonchan,BR,,,,,,569,0,2011,,,,,
x,dead,291696,,0,iMuffin,US,,,,,,570,0,2011,,,,,
x,dead,388602,2011-02-27 17:58:20,6,SapphireGhost,US,,,,,,571,6,2011,11852,991,,,
x,,111011,2011-02-28 1:25:37,0,Ra-s,KR,Nakagawa-Kanon,LKs,Muya,,,572,0,2011,,,,,
x,dead,382221,2011-03-01 13:57:41,6,Sumisola,CN,NatsumeRin,Shinxyn,,,,573,6,2011,12112,991,,,
x,,270328,2011-03-02 3:34:09,3,winber1,US,NatsumeRin,Skystar,Hollow Wings,,,574,3,2011,12112,751,,,
x,,444506,2011-03-03 9:30:57,12,Saten,SE,Andrea,val0108,Crazy Jay,,Saten-san,575,12,2011,12112,1371,18,,18
x,,137168,2011-03-06 23:59:21,5,Patchouli,JP,Shinxyn,Muya,Crazy Jay,,,576,5,2011,12112,991,,,
x,,171021,2011-03-07 0:57:01,3,Beren,CN,Kiiwa,tobebuta,fanzhen0019,,,577,3,2011,12112,711,,,
x,dead,373999,2011-03-07 20:28:07,0,Cirno,CN,phoebechoi1130,Duoprism,DJPop,,,578,0,2011,,,,,
x,,188248,2011-03-11 21:49:53,2,Vass_Bass,RU,La Cataline,IceBeam,Reiji-RJ,,,579,2,2011,12112,611,,,
x,,131270,2011-03-13 20:04:07,1,S o r d a,JP,,,,,,580,1,2011,,,,,
x,dead,20680,,0,DeeN,CN,,,,,,581,0,2011,,,,,
x,dead,219057,,0,Gomo Psivarh,CN,,,,,,582,0,2011,,,,,
x,std,578401,2011-03-18 18:22:07,1,lolcubes,HR,Shinxyn,Furawa,,,,583,1,2011,,,1,,1
x,,465126,2011-03-23 11:15:49,15,Shiirn,US,La Cataline,galvenize,Charles445,,,584,15,2011,12112,1451,,,
x,,489103,2011-03-24 1:55:55,0,-Lennox-,AT,Lesjuh,val0108,DJPop,,,585,0,2011,,,,,
x,,601990,2011-03-24 22:56:32,7,Nymph,CN,Sumisola,KanaRin,kioukiou,,,586,7,2011,12112,1071,,,
x,,75515,,0,ElxBeta,CL,,,,,,587,0,2011,,,,,
x,dead,538604,,0,Fluorine,KR,,,,,,588,0,2011,,,,,
x,dead,177045,,0,Lalarun,JP,,,,,,589,0,2011,,,,,
x,,49329,2011-03-31 20:14:53,0,rEdo,PL,Kite,Frostmourne,Sure,,,590,0,2011,,,,,
x,dead,163474,,0,NanaDesu,TW,,,,,,591,0,2011,,,,,
x,dead,323677,2011-04-02 11:32:44,0,Shino,KR,,,,none,,592,0,2011,,,,,
x,dead,306700,,1,Thite,JP,,,,,,593,1,2011,,,,,
x,dead,420622,2011-04-07 10:52:44,6,Hinacle,JP,,,,,,594,6,2011,12372,931,,,
x,,198574,2011-04-14 2:59:25,0,Rorry,JP,AngelHoney,Colin Hou,v2b,,,595,0,2011,,,,,
x,dead,191499,,0,Apriy,JP,,,,,,596,0,2011,,,,,
x,,170501,2011-04-23 0:01:03,4,Snowy Dream,CN,cRyo[iceeicee],DJPop,Lesjuh,,,597,4,2011,12372,851,,,
x,,332555,2011-04-26 19:41:19,0,HeatKai,MY,jericho2442,kioukiou,Louis Cyphre,,,598,0,2011,,,,,
x,,409957,2011-04-30 9:51:35,0,KSHR,JP,Kitsuneko,eveless,yf_bmp,,,599,0,2011,,,,,
x,,376831,2011-05-03 2:55:05,3,wcx19911123,CN,NatsumeRin,happy30,Crazy Jay,,,600,3,2011,,,,,
x,,382840,,0,Chocopikel,JP,,,,,,601,0,2011,,,,,
x,,167050,,0,Kenezz,MX,,,,,,602,0,2011,,,,,
